"Index","ExpType","WaterLabel","ExpType2","Treatment","UniqueID","Treatment_Rep","Replicate","Organism","Cultivation","Experimentor","Temp","RPM","pH","DO","Volume_mL","Media","Energy_Source","GrowthRate","DoublingTime","r","Intercept","StartingObs","NumberObs","SacrificeOD","IncubationHours","InoculationDate","ExpName","Substrate_d2H","Water_d2H","Water_d2H_error","n_analyses","BP0_relAbun_mean","BP1_relAbun_mean","BP2_relAbun_mean","BP3_relAbun_mean","BP0_relAbun_error","BP1_relAbun_error","BP2_relAbun_error","BP3_relAbun_error","RingIndex_BP","BP0_d2H_mean","BP1_d2H_mean","BP2_d2H_mean","BP3_d2H_mean","BP0_d2H_error","BP1_d2H_error","BP2_d2H_error","BP3_d2H_error","d2H_wt_BP0123","d2H_wt_BP012","BP0_eps_LW_mean","BP1_eps_LW_mean","BP2_eps_LW_mean","BP3_eps_LW_mean","BP0_eps_LW_error","BP1_eps_LW_error","BP2_eps_LW_error","BP3_eps_LW_error","EpsLW_wt_BP0123","EpsLW_wt_BP012","RingIndex_GDGT","GDGT0_RelAbun","GDGT1_RelAbun","GDGT2_RelAbun","GDGT3_RelAbun","GDGT4_RelAbun","GDGT5_RelAbun","GDGT6_RelAbun","GDGT7_RelAbun","GDGT8_RelAbun","pch","Col","d2H_wt_mean","d2H_wt_mean_sd","EpsLW_wt_mean","Wt_mean_Eps_sd","RingIndex_BP_error","RingDiff_BP1","RingDiff_BP2","RingDiff_BP3","RingDiff_all","RingDiff_BP1_error","RingDiff_BP2_error","RingDiff_BP3_error","RingDiff_all_error","RingEnrichBP1","RingEnrichBP2","RingEnrichBP3","Col_exp","pch_exp"
11,"Enviro",NA,"Temp","Temp_75","Saci_75_200_3_Rep1","Temp_75_Rep1","Rep1","Saci","Batch","AC",75,200,3,NA,125,"Brock","Sucrose",0.18276,3.79276594689709,0.98357,-5.39087,2,3,1.5422,69.6083333333333,20170821,"Saci Enviro Experiments",-93,-54.1827128288745,0.1,5,0.0573212112131982,0.132392257187865,0.595661572426007,0.21462495917293,0.00588122877289464,0.00731650642804469,0.024027934792021,0.0168965343944984,1.96759027955867,-261.972186577378,-256.194525994459,-267.952377892508,-268.414535667101,4.31916733143295,4.46485791736938,5.2987984452201,3.76462480710513,-266.152128124078,-265.533864108402,-219.693038567721,-213.58439511059,-226.015815066147,-226.504448315783,4.56957797020535,4.72356280410346,5.60473901173342,3.98364676784076,-224.112435002314,-223.458752706523,4.12562541668,0.3407804,1.2791213,7.9183431,12.2960604,39.5586945,31.3613112,6.8445155,0.3494266,0.0517471,21,"black",-266.152128124078,4.84510995603358,-224.112435002314,4.84614181448043,0.0702305755258369,6.1086434571308,-7.79640410238435,-3.07304325608457,-3.1172157526486,6.57214488505052,4.08652298744955,2.60152305603157,2.11431825782932,5.777660582919,-5.98019131513001,-6.442349089723,"red",21
12,"Enviro",NA,"Temp","Temp_75","Saci_75_200_3_Rep2","Temp_75_Rep2","Rep2","Saci","Batch","AC",75,200,3,NA,125,"Brock","Sucrose",0.16526,4.19432819894137,0.99216,-5.15656,2,3,1.4694,69.6083333333333,20170821,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19756759028,0.279004,1.0407364,6.7296198,12.7057734,37.9185767,32.517776,8.3489238,0.3968159,0.0627741,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",21
13,"Enviro",NA,"Temp","Temp_75","Saci_75_200_3_Rep3","Temp_75_Rep3","Rep3","Saci","Batch","AC",75,200,3,NA,125,"Brock","Sucrose",0.13257,5.22842953744587,0.99935,-4.37709,2,3,1.5868,69.6083333333333,20170821,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17652544784,0.3174005,1.2639437,7.190373,12.186208,37.8480057,33.1508432,7.6078485,0.3787675,0.0566098,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",21
14,"Enviro",NA,"Temp","Temp_75","Saci_75_200_3_Rep4","Temp_75_Rep4","Rep4","Saci","Batch","AC",75,200,3,NA,125,"Brock","Sucrose",0.17682,3.92009400967621,0.98082,-5.18368,2,3,2.0018,69.6083333333333,20170821,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.558664942556,0.5137445,2.2968227,16.7562517,27.1137883,31.4753667,18.2369781,3.6006586,0.00361029,0.00277907,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",21
15,"Enviro",NA,"Temp","Temp_75","Saci_75_200_3_Rep5","Temp_75_Rep5","Rep5","Saci","Batch","AC",75,200,3,NA,125,"Brock","Sucrose",0.14555,4.76214678441489,0.99287,-4.72794,2,3,1.4472,69.6083333333333,20170821,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15128072736,0.3024249,1.1148175,6.7076981,12.6451957,40.5814958,31.6491148,6.517166,0.426178,0.0559092,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",21
16,"Enviro",NA,"Temp","Temp_80","Saci_80_200_3_Rep1","Temp_80_Rep1","Rep1","Saci","Batch","AC",80,200,3,NA,125,"Brock","Sucrose",0.19675,3.52301514033279,0.97672,-5.28749,2,3,1.669,69.6283333333333,20170821,"Saci Enviro Experiments",-93,-52.6947973081652,0.1,5,0.0744273060774897,0.138650656559498,0.458528186935334,0.328393850427679,0.00576946890412057,0.0016333371363458,0.00836535143084401,0.00532777419237411,2.0408885817132,-252.655528344205,-248.310326668707,-262.245435027919,-260.14285022465,12.7732140725359,6.49116901415244,4.64021312571323,2.71435312886536,-258.909096265287,-258.305830179273,-211.083746260273,-206.496838405074,-221.207101073974,-218.987557892648,13.484765544394,6.85429438982992,4.90108843468337,2.87008230009655,-217.685175138012,-217.048351773905,4.45227679552,0.3782727,1.1754375,6.7796977,11.1236818,23.0305767,40.0665671,17.1567562,0.2460984,0.0429119,21,"black",-258.909096265287,5.50251174434446,-217.685175138012,5.50342034526245,0.0231959222505036,4.586907855199,-9.8859700378749,-2.22014014663984,-3.64090877674505,15.1268057887225,5.53323846935514,2.73216046530752,3.08250115749863,4.345201675498,-9.58990668371396,-7.48732188044497,"red",21
17,"Enviro",NA,"Temp","Temp_80","Saci_80_200_3_Rep2","Temp_80_Rep2","Rep2","Saci","Batch","AC",80,200,3,NA,125,"Brock","Sucrose",0.18171,3.81455630636763,0.99245,-5.09369,2,3,1.5748,69.6283333333333,20170821,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54145349788,0.3768373,0.9840246,5.8821091,9.2645527,23.2235334,40.7467938,19.4788721,0.014256,0.0290211,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",21
18,"Enviro",NA,"Temp","Temp_80","Saci_80_200_3_Rep3","Temp_80_Rep3","Rep3","Saci","Batch","AC",80,200,3,NA,125,"Brock","Sucrose",0.17304,4.00580748043293,0.9888,-4.84186,2,3,1.5048,69.6283333333333,20170821,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56068075112,0.3911568,1.0471459,5.728597,10.2192748,21.1378765,40.4665052,20.7119377,0.2494873,0.0480189,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",21
19,"Enviro",NA,"Temp","Temp_80","Saci_80_200_3_Rep4","Temp_80_Rep4","Rep4","Saci","Batch","AC",80,200,3,NA,125,"Brock","Sucrose",0.19128,3.6237423582598,0.98453,-5.30974,2,3,1.4982,69.6283333333333,20170821,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.428449244,0.4840233,1.2961961,6.812781,12.4329198,23.9852021,35.2496683,19.7392095,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",21
20,"Enviro",NA,"Temp","Temp_80","Saci_80_200_3_Rep5","Temp_80_Rep5","Rep5","Saci","Batch","AC",80,200,3,NA,125,"Brock","Sucrose",0.18765,3.69386749682856,0.98942,-5.27859,2,3,2.0166,69.6283333333333,20170821,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44258836132,0.5098768,2.9101487,0.4318545,12.8613592,30.0456919,37.7382296,15.4010587,0.0885102,0.0132704,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",21
