"Index","ExpType","ExpType2","Treatment","UniqueID","Treatment_Rep","Replicate","Organism","Cultivation","Experimentor","Temp","RPM","pH","DO","Volume_mL","Media","Energy_Source","GrowthRate","DoublingTime","r","SacrificeOD","IncubationHours","InoculationDate","ExpName","Substrate_d2H","Water_d2H","Water_d2H_error","n_analyses","BP0_relAbun_mean","BP1_relAbun_mean","BP2_relAbun_mean","BP3_relAbun_mean","BP0_relAbun_error","BP1_relAbun_error","BP2_relAbun_error","BP3_relAbun_error","BP0_d2H_mean","BP1_d2H_mean","BP2_d2H_mean","BP3_d2H_mean","BP0_d2H_error","BP1_d2H_error","BP2_d2H_error","BP3_d2H_error","RingIndex_GDGT","GDGT0_RelAbun","GDGT1_RelAbun","GDGT2_RelAbun","GDGT3_RelAbun","GDGT4_RelAbun","GDGT5_RelAbun","GDGT6_RelAbun","GDGT7_RelAbun","GDGT8_RelAbun","pch","Col","d2H_wt_mean","d2H_wt_mean_sd","BP0_eps_LW_mean","BP0_eps_LW_error","BP1_eps_LW_mean","BP1_eps_LW_error","BP2_eps_LW_mean","BP2_eps_LW_error","BP3_eps_LW_mean","BP3_eps_LW_error","EpsLW_wt_mean","Wt_mean_Eps_sd","RingIndex_BP","RingIndex_BP_error","RingDiff_BP1","RingDiff_BP2","RingDiff_BP3","RingDiff_all","RingDiff_BP1_error","RingDiff_BP2_error","RingDiff_BP3_error","RingDiff_all_error","RingEnrichBP1","RingEnrichBP2","RingEnrichBP3","Col_exp","pch_exp"
26,"Enviro","pH","pH_3","Saci_70_200_3_Rep1","pH_3_Rep1","Rep1","Saci","Batch","AC",70,200,3,NA,125,"Brock","Sucrose",0.10437,6.64137963666786,0.99527,2.0494,101.4275,20170830,"Saci Enviro Experiments",-93,-55.045542145056,0.1,4,0.116041841798385,0.262213078822726,0.610245720923469,0.0114993584554198,0.0422609042754155,0.0348611706439167,0.0736298092048216,0.00349226571451072,-220.561620543168,-224.886396132737,-225.49032825019,NA,8.39104251837905,4.85002693672471,2.96228244953333,NA,3.8624453511592,0.2933157,0.8830019,5.8800226,17.1488598,57.9713886,16.6730594,1.1436506,0.00601409,0.000687324,21,"black",-224.751537409564,4.43796563751484,-175.15773064221,8.88155395991063,-179.734433311444,5.13548633756659,-180.373545717796,3.13963764644822,NA,NA,-179.59171879007,4.43909213688593,1.51720259603592,0.151691989607905,-4.57670266923358,-1.6235099720727,NA,-2.607907537793,10.2593967008854,3.82149760557879,NA,NA,-4.32477558956899,-4.928707707022,NA,"darkgoldenrod1",22
27,"Enviro","pH","pH_3","Saci_70_200_3_Rep2","pH_3_Rep2","Rep2","Saci","Batch","AC",70,200,3,NA,125,"Brock","Sucrose",0.10052,6.89530777762844,0.99988,2.0198,101.4275,20170830,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.766916994776,0.2792269,1.2383955,8.3404496,17.4291681,57.2998751,15.2985572,0,0.1132179,0.00110972,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darkgoldenrod1",22
28,"Enviro","pH","pH_3","Saci_70_200_3_Rep3","pH_3_Rep3","Rep3","Saci","Batch","AC",70,200,3,NA,125,"Brock","Sucrose",0.10577,6.55334550848726,0.99928,2.0794,101.4275,20170830,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.676166942408,0.3945665,1.6686507,10.6293468,22.2249852,48.6154197,15.2283426,1.2279004,0.00617588,0.00461226,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darkgoldenrod1",22
29,"Enviro","pH","pH_3","Saci_70_200_3_Rep4","pH_3_Rep4","Rep4","Saci","Batch","AC",70,200,3,NA,125,"Brock","Sucrose",0.09801,7.07196221272929,0.99992,1.9282,101.4275,20170830,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6922095242672,0.2997133,1.2380348,9.0117678,21.6784283,54.0459874,13.6103932,0.1146837,0,0.000991584,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darkgoldenrod1",22
30,"Enviro","pH","pH_3","Saci_70_200_3_Rep5","pH_3_Rep5","Rep5","Saci","Batch","AC",70,200,3,NA,125,"Brock","Sucrose",0.08485,8.16898627691641,0.99806,1.739,101.4275,20170830,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6979455820928,0.3244825,1.4545504,9.6771264,20.7991523,52.2295369,15.4666094,0,0.0481532,0.000388866,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darkgoldenrod1",22
31,"Enviro","pH","pH_4","Saci_70_200_4_Rep1","pH_4_Rep1","Rep1","Saci","Batch","AC",70,200,4,NA,125,"Brock","Sucrose",0.10055,6.89374387328694,0.99743,0.483,93.1333333333333,20180413,"Saci Enviro Experiments",-93,-60.9,0.1,8,0.0548729152031576,0.149998633680955,0.720950300430399,0.0741781506854883,0.00278497600809425,0.00553003723819362,0.00725434066293972,0.00279543018742517,-249.245305445506,-250.634069449513,-261.46988072162,-257.321955041428,9.0314749817563,5.91809376395587,5.45024209337338,6.48509831635982,3.044902479,0.9772006,4.2259584,24.5675006,32.1613588,35.7409454,2.2807869,0.0462493,0,0,21,"black",-258.866040297321,5.85363188565466,-200.559371148446,9.61866697408467,-202.03819555906,6.30416912437836,-213.576701865212,5.80610276234508,-209.159786009401,6.90770615072489,-210.80400415006,5.85448599389843,1.81443368659822,0.017646898171255,-1.47882441061353,-9.0235858322671,-0.670228107670318,-3.58944673302645,11.500491411549,5.12373822387013,3.63430653627518,3.13770497519321,-1.38876400400699,-12.224575276114,-8.07664959592199,"darkgoldenrod1",22
32,"Enviro","pH","pH_4","Saci_70_200_4_Rep2","pH_4_Rep2","Rep2","Saci","Batch","AC",70,200,4,NA,125,"Brock","Sucrose",0.10984,6.31077662843732,0.99017,0.504,93.1333333333333,20180413,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.970953857,1.067901,4.6515336,26.9408401,32.584291,33.0070969,1.7091131,0.0392243,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darkgoldenrod1",22
33,"Enviro","pH","pH_4","Saci_70_200_4_Rep3","pH_4_Rep3","Rep3","Saci","Batch","AC",70,200,4,NA,125,"Brock","Sucrose",0.096,7.22046488296625,0.99603,0.542,93.1333333333333,20180413,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.076721193,0.8658022,3.7213982,23.9230587,31.8986125,37.5988759,1.940253,0.0519996,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darkgoldenrod1",22
34,"Enviro","pH","pH_4","Saci_70_200_4_Rep4","pH_4_Rep4","Rep4","Saci","Batch","AC",70,200,4,NA,125,"Brock","Sucrose",0.10916,6.34957192859524,0.99586,0.479,93.1333333333333,20180413,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.982670122,1.0454311,4.6774128,26.6354441,32.3272972,33.2764704,1.9967284,0.041216,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darkgoldenrod1",22
35,"Enviro","pH","pH_4","Saci_70_200_4_Rep5","pH_4_Rep5","Rep5","Saci","Batch","AC",70,200,4,NA,125,"Brock","Sucrose",0.10878,6.37225671426762,0.99627,0.464,93.1333333333333,20180413,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.078881101,0.8499148,3.8729941,23.5335605,32.375454,37.0597196,2.2673874,0.0409696,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darkgoldenrod1",22
36,"Enviro","RPM","RPM_50","Saci_70_50_3_Rep1","RPM_50_Rep1","Rep1","Saci","Batch","YZ",70,50,3,NA,125,"Brock","Sucrose",0.01993,34.7722448917731,0.99989,0.234,119.933333333333,20190406,"Saci Enviro Experiments",-93,-47.5710757500434,0.1,3,0.216282029770437,0.35313310227645,0.410211724944215,0.0203731430088988,0.00658678579414435,0.0152431384792752,0.00639745637602863,0.00342359841079206,-230.161123315377,-227.239499370326,-231.581580779103,-222.034896155415,3.26918610646216,5.10830533489513,4.11271002886961,34.4099855408708,2.787860161,1.002837,6.0366253,33.3116721,34.8028041,22.5706884,2.2173579,0.0580152,0,0,21,"black",-229.546532706328,6.52592830750977,-191.709893427611,3.43666650336122,-188.642342799251,5.36615586860365,-193.201298641753,4.32145027700123,-183.177784675915,36.1290721607801,-191.064605791547,6.52669443706057,1.23467598119158,0.0223953633088753,3.06755062835995,-2.65232922478643,5.19994309269081,2.22712024280992,6.37230770298127,3.71119804075191,14.1572827134552,9.86291503649524,2.92162394505101,-1.420457463726,8.12622715996201,"blueviolet",23
37,"Enviro","RPM","RPM_50","Saci_70_50_3_Rep2","RPM_50_Rep2","Rep2","Saci","Batch","YZ",70,50,3,NA,125,"Brock","Sucrose",0.02074,33.4219170608908,0.99712,0.218,119.933333333333,20190406,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.832462255,0.929273,5.7773071,32.3828094,33.4827879,24.9520284,2.4079429,0.0678513,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
38,"Enviro","RPM","RPM_50","Saci_70_50_3_Rep3","RPM_50_Rep3","Rep3","Saci","Batch","YZ",70,50,3,NA,125,"Brock","Sucrose",0.02173,31.9012774098702,0.99918,0.212,119.933333333333,20190406,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.777342129,1.121958,6.6382667,33.1238037,33.8549659,23.0791659,2.1242613,0.0575785,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
39,"Enviro","RPM","RPM_50","Saci_70_50_3_Rep4","RPM_50_Rep4","Rep4","Saci","Batch","YZ",70,50,3,NA,125,"Brock","Sucrose",0.02248,30.8277663537752,0.97714,0.226,119.933333333333,20190406,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.768037167,1.1102771,6.83905,32.9339245,34.3653034,22.802907,1.9019491,0.046589,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
40,"Enviro","RPM","RPM_50","Saci_70_50_3_Rep5","RPM_50_Rep5","Rep5","Saci","Batch","YZ",70,50,3,NA,125,"Brock","Sucrose",0.02111,32.8409607144883,0.99474,0.212,119.933333333333,20190406,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.770258675,1.2157466,6.4479586,33.4734434,34.1429916,22.4532833,2.2105449,0.0560316,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
41,"Enviro","RPM","RPM_125","Saci_70_125_3_Rep1","RPM_125_Rep1","Rep1","Saci","Batch","YZ",70,125,3,NA,125,"Brock","Sucrose",0.0838,8.27145669671847,0.96216,0.752,55.4166666666667,20190405,"Saci Enviro Experiments",-93,-46.3280193923118,0.1,8,0.0690600535863194,0.180311631992884,0.696497095621709,0.0541312187990874,0.00405244122897028,0.00807152708241224,0.0137788783449216,0.00373108810938687,-235.184032819258,-231.474241601274,-238.732005279628,-238.678636265675,11.8784308161174,7.13286263549,6.6453829629962,20.8013374263752,2.073352262,8.2683828,21.9837916,35.2524692,23.8100777,10.0426921,0.6100249,0.0325617,0,0,21,"black",-237.175433968158,8.54976875525697,-198.030368163491,12.4566034279846,-194.140360599653,7.48127599781035,-201.750696046155,6.97021675150684,-201.694734441915,21.8124791134055,-200.118508729004,8.5503535463961,1.73569947963356,0.0308199394798041,3.8900075638376,-4.7352496939167,-1.64756024767766,-1.75386209450479,14.5305354174404,6.23480422205994,8.99019398499827,6.65802638226841,3.70979121798399,-3.54797246037,-3.49460344641702,"blueviolet",23
42,"Enviro","RPM","RPM_125","Saci_70_125_3_Rep2","RPM_125_Rep2","Rep2","Saci","Batch","YZ",70,125,3,NA,125,"Brock","Sucrose",0.08281,8.36986491135592,0.96501,0.73,55.4166666666667,20190405,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.986409166,9.2384945,23.8194365,35.7566058,22.0245413,8.5977353,0.5354162,0.0277704,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
43,"Enviro","RPM","RPM_125","Saci_70_125_3_Rep3","RPM_125_Rep3","Rep3","Saci","Batch","YZ",70,125,3,NA,125,"Brock","Sucrose",0.07909,8.7639968573695,0.95921,0.716,55.4166666666667,20190405,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92597909,10.4217489,24.4032066,36.0373425,20.9797564,7.6357338,0.4954572,0.0267545,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
44,"Enviro","RPM","RPM_125","Saci_70_125_3_Rep4","RPM_125_Rep4","Rep4","Saci","Batch","YZ",70,125,3,NA,125,"Brock","Sucrose",0.07418,9.34475019178547,0.97429,0.728,55.4166666666667,20190405,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.038194095,8.2733182,22.622276,36.6023985,22.676338,9.1972669,0.5961601,0.0322424,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
45,"Enviro","RPM","RPM_125","Saci_70_125_3_Rep5","RPM_125_Rep5","Rep5","Saci","Batch","YZ",70,125,3,NA,125,"Brock","Sucrose",0.07417,9.3459126839551,0.96338,0.727,55.4166666666667,20190405,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.996377619,9.4859076,23.2192378,35.7084874,21.9833311,8.9956324,0.5753946,0.0320089,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
46,"Enviro","RPM","RPM_300","Saci_70_300_3_Rep1","RPM_300_Rep1","Rep1","Saci","Batch","YZ",70,300,3,NA,125,"Brock","Sucrose",0.07482,9.26453745629452,0.99078,0.631,37.8666666666667,20190423,"Saci Enviro Experiments",-93,-46.9495475711776,0.1,5,0.0707679846498764,0.194029941766314,0.67585288738839,0.0593491861954198,0.0029332308535739,0.00504438987008937,0.00589401854800006,0.00174595105864269,-238.404665784901,-239.892941691365,-244.141141285887,-254.00019350147,6.46278515399808,4.55035075720528,2.07443905188149,12.7205396186617,2.891834261,1.4885192,6.7852374,30.2106411,32.4723524,21.3433181,7.0130133,0.6869184,0,0,21,"black",-243.496031281405,4.41420020904534,-200.886655817439,6.78323064424253,-202.448247759053,4.77744453763315,-206.905723838829,2.1829846303372,-217.250456576176,13.3481945984339,-206.228834170672,4.4153327717779,1.72378327512935,0.0138505882052249,-1.56159194161356,-3.73350504523594,-7.73347913293999,-5.37150657181757,8.29675805861252,3.17347633415507,5.35515227267772,3.94449118964293,-1.488275906464,-5.73647550098599,-15.595527716569,"blueviolet",23
47,"Enviro","RPM","RPM_300","Saci_70_300_3_Rep2","RPM_300_Rep2","Rep2","Saci","Batch","YZ",70,300,3,NA,125,"Brock","Sucrose",0.07236,9.57899641728499,0.99419,0.617,37.8666666666667,20190423,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95307667,1.4642453,5.9702388,28.733586,33.3036861,21.5159779,8.1783091,0.8339568,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
48,"Enviro","RPM","RPM_300","Saci_70_300_3_Rep3","RPM_300_Rep3","Rep3","Saci","Batch","YZ",70,300,3,NA,125,"Brock","Sucrose",0.07748,8.94645626441167,0.99317,0.654,37.8666666666667,20190423,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.991748021,1.2289453,5.5659986,28.129054,33.5423638,21.8445923,8.7890411,0.9000049,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
49,"Enviro","RPM","RPM_300","Saci_70_300_3_Rep4","RPM_300_Rep4","Rep4","Saci","Batch","YZ",70,300,3,NA,125,"Brock","Sucrose",0.0738,9.39203802765211,0.9878,0.62,37.8666666666667,20190423,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.936218481,1.4230211,5.7831827,29.6686715,33.5019178,20.9472365,7.8491988,0.8267715,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
50,"Enviro","RPM","RPM_300","Saci_70_300_3_Rep5","RPM_300_Rep5","Rep5","Saci","Batch","YZ",70,300,3,NA,125,"Brock","Sucrose",0.07613,9.10523100680812,0.98801,0.621,37.8666666666667,20190423,"Saci Enviro Experiments",-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.919157898,1.4197572,6.1485858,29.8018266,33.3722785,20.982543,7.5335101,0.7414988,0,0,21,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blueviolet",23
51,"Enviro","DO","DO_0.2","Saci_70_3_0.2_Rep1","DO_0.2_Rep1","Rep1","Saci","Fed-Batch","AC",70,200,3,0.2,300,"Brock","Sucrose",0.01612,43.0020120891707,0.99162,0.078,187.081806666719,20190116,"Saci O2 Sparge Experiments",-93,-50.2576018339423,0.1,3,0.103752362400823,0.262053559373232,0.539617155007779,0.0945769232181659,0.024657606659994,0.0610197734305676,0.11533335613693,0.020514789728137,-242.81027556199,-279.717882782486,-237.135498023319,-224.275708253651,3.52440605925828,10.3841328734776,5.22421095399141,5.84273093957113,3.171889576,1.8340592,5.3178365,15.7666239,33.0455544,39.1648152,4.6847155,0.1863953,0,0,21,"black",-247.666895742148,6.89247715342821,-202.742000462299,3.71470325679226,-241.602650773124,10.9347972819476,-196.766930222591,5.50326104726944,-183.226637829095,6.15431520175837,-207.855618838751,6.89320254384926,1.62501863904329,0.246410743026875,-38.8606503108255,23.9116278351938,16.4111399144148,9.69933751713444,11.5485415478887,6.34186288407803,3.5475257190295,3.13650586279653,-36.907607220496,5.67477753867101,18.534567308339,"cyan2",24
52,"Enviro","DO","DO_0.2","Saci_70_3_0.2_Rep2","DO_0.2_Rep2","Rep2","Saci","Fed-Batch","AC",70,200,3,0.2,300,"Brock","Sucrose",0.02521,27.4901608131229,0.98507,0.081,187.081806666719,20190116,"Saci O2 Sparge Experiments",-93,-40.1519348095082,0.1,3,0.104830778321215,0.308605248473493,0.501382623932377,0.0851813492729151,0.00514837690113636,0.0146058121416598,0.0246215009889328,0.00377475109302479,-245.30530788578,-266.905202285271,-240.355116757742,-236.98525821529,2.89005026408221,2.83652522730256,2.82066135927056,3.43471600489612,3.093214964,2.3868326,6.8080155,17.4558829,30.0990224,39.0921592,4.0125133,0.1455741,0,0,21,"black",-248.780495790244,2.89010957923855,-213.735257189435,3.01539943474993,-236.238708707259,2.9594634317228,-208.577991880935,2.94327729500916,-205.067166923672,3.58222697511621,-217.355817599456,2.89183909995117,1.56691454415699,0.0525969742897646,-22.5034515178235,15.119674740287,7.3286530903262,4.95364287228817,4.22505118960643,2.33774377261616,1.80520956400364,1.4344280363938,-21.599894399491,4.950191128038,8.32004967048999,"cyan2",24
53,"Enviro","DO","DO_0.2","Saci_70_3_0.2_Rep3","DO_0.2_Rep3","Rep3","Saci","Fed-Batch","AC",70,200,3,0.2,300,"Brock","Sucrose",0.02418,28.6662108361825,0.9946,0.073,187.081806666719,20190116,"Saci O2 Sparge Experiments",-93,-50.1645086846195,0.172,3,0.0735414089019439,0.212528515804164,0.618811492486375,0.0951185828075177,0.000907393471581076,0.00414913320796724,0.0140088637691408,0.00290464342963731,NA,-277.537963603762,-215.640697777526,NA,NA,17.0514769869857,2.82752870460354,NA,3.177026943,1.7209816,5.2548372,16.1760793,32.0567799,40.2208202,4.3809322,0.1895695,0,0,21,"black",NA,NA,NA,NA,-239.381931921984,17.9527462489329,-174.215630607514,2.9819353528404,NA,NA,NA,NA,1.73550724919947,0.0296334429971756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyan2",24
54,"Enviro","DO","DO_0.5","Saci_70_3_0.5_Rep1","DO_0.5_Rep1","Rep1","Saci","Fed-Batch","AC",70,200,3,0.5,300,"Brock","Sucrose",0.06592,10.5146659570635,0.99805,0.102,93.606320000026,20190222,"Saci O2 Sparge Experiments",-93,-55.34901495,0.109,5,0.0983352628285976,0.344607478868926,0.531729007180475,0.0253282511220014,0.0280982807342549,0.101800951197148,0.150399903062154,0.00760047605233537,-254.854736076981,-244.868851622888,-242.22507792174,NA,5.04512391010835,5.7240014213807,4.80132622267338,NA,2.623038504,4.0070822,11.7814389,27.7157304,32.3668106,22.7207771,1.3415549,0.066606,0,0,21,"black",-244.43403180438,5.10481940891436,-211.195165499585,5.34333841718715,-200.624187845267,6.06174532867357,-197.825510087039,5.0854823562173,NA,NA,-200.163891052706,5.10598298054633,1.48405024659588,0.318376918376732,10.570977654318,4.7417527322508,NA,6.68482770627321,8.08059539082882,4.36492371880912,NA,NA,9.985884454093,12.629658155241,NA,"cyan2",24
55,"Enviro","DO","DO_0.5","Saci_70_3_0.5_Rep2","DO_0.5_Rep2","Rep2","Saci","Fed-Batch","AC",70,200,3,0.5,300,"Brock","Sucrose",0.03602,19.2426517378811,0.99353,0.104,93.606320000026,20190222,"Saci O2 Sparge Experiments",-93,-55.58749186,0.147,2,0.102045366162767,0.344226660450019,0.532863474680195,0.0208644987070187,0.0189096003190674,0.0721437740308498,0.100458059384295,0.00394761468091717,NA,-234.786337240878,-238.076390289379,NA,NA,3.50130310566359,3.47748472972786,NA,2.701028629,3.1191862,10.5426344,27.6303046,31.98143,25.3460311,1.3112767,0.0691369,0,0,21,"black",NA,NA,NA,NA,-189.746370189237,3.71135617562335,-193.230073571121,3.68612875119609,NA,NA,NA,NA,1.47254710593147,0.213804265316362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyan2",24
56,"Enviro","DO","DO_0.5","Saci_70_3_0.5_Rep3","DO_0.5_Rep3","Rep3","Saci","Fed-Batch","AC",70,200,3,0.5,300,"Brock","Sucrose",0.05441,12.7393759481166,0.99472,0.106,93.606320000026,20190222,"Saci O2 Sparge Experiments",-93,-55.7601883,0.246,2,0.141810406480843,0.380999360914555,0.477190232604601,NA,0.0118202877395437,0.0305519510876274,0.0258504934077209,NA,NA,-231.55144558194,-235.626147552994,NA,NA,4.01509353976068,7.47756497282307,NA,2.482663136,4.2859066,14.1678925,31.2660567,30.7446945,18.4065209,1.0674322,0.0614966,0,0,21,"black",NA,NA,NA,NA,-186.172257411438,4.25568935428651,-190.487582735116,7.92099359937979,NA,NA,NA,NA,1.33537982612376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyan2",24
57,"Enviro","DO","DO_2","Saci_70_3_2_Rep1","DO_2_Rep1","Rep1","Saci","Fed-Batch","AC",70,200,3,2,300,"Brock","Sucrose",0.08537,8.11917497245617,0.99322,0.24,76.3357797222005,20181218,"Saci O2 Sparge Experiments",-93,-51.9234056221126,0.1,3,0.251344702208281,0.438608754065958,0.302343815237562,0.00770272848819924,0.0755442640035489,0.137301571953234,0.0969794645878251,0.000160516274103742,-237.108069596126,-239.38689568961,-236.751412900754,NA,2.86651877449793,2.84289143196189,3.36091328519518,NA,1.614764399,14.8603432,30.3216425,37.5468945,13.3178994,3.6803752,0.25126144,0.0215837,0,0,21,"black",-238.006671409501,3.00502497704839,-195.326690978516,3.02827103428143,-197.730321768473,3.00336058380101,-194.950501230254,3.54904636671553,NA,NA,-196.274506607236,3.00668839633985,1.06640457000568,0.237638422308057,-2.40363078995665,1.48395770617476,NA,0.188094874130954,4.26504399196509,2.60083850911429,NA,NA,-2.27882609348399,0.35665669537201,NA,"cyan2",24
